,sum,mean,std,len,amax,amin,planet,instrument
7.0,79.06078799834684,0.10361833289429467,1.6266100995888744,763.0,7.377212924156273,-5.871780134803273,sun,sensex
8.0,135.3522221414257,0.17025436747349146,1.6162478967591927,795.0,13.135380280126885,-8.411099564783475,sun,sensex
9.0,42.178080690771374,0.0529210548190356,1.6358493453587044,797.0,7.919697824951588,-10.956435420653532,sun,sensex
10.0,99.70529633006598,0.1265295638706421,1.5180407458199583,789.0,11.170404066913564,-6.104302829722186,sun,sensex
11.0,40.74760796183417,0.051579250584600216,1.7019729906282097,790.0,17.33933438589976,-11.138549903646444,sun,sensex
12.0,92.75944718417732,0.11638575556358509,1.4811555064136632,797.0,7.716915520579848,-5.849380445094621,sun,sensex
1.0,126.0609488429536,0.1663073203732897,1.676552007632119,758.0,17.33933438589976,-6.61028306327921,moon,sensex
2.0,90.46193594095439,0.11265496381189836,1.4663826833737186,803.0,10.608888033859198,-6.763732616565488,moon,sensex
3.0,23.181173728917997,0.03162506647874215,1.5623479618062117,733.0,5.5363653086713205,-12.768729350035358,moon,sensex
4.0,170.18352828351917,0.22015980373029648,1.6076814737384264,773.0,11.170404066913564,-6.1680325114367935,moon,sensex
5.0,-19.83796923253064,-0.02573018058693987,1.5028010143979633,771.0,5.631659056316596,-11.138549903646444,moon,sensex
6.0,27.913779292281816,0.036017779731976535,1.5496229975792501,775.0,7.588229339339714,-10.956435420653532,moon,sensex
7.0,84.3188927409607,0.11471958196049076,1.527810514012161,735.0,10.457371225577262,-6.4625506924461895,moon,sensex
8.0,59.03237551511934,0.07491418212578596,1.7150048120916215,788.0,9.287966921297919,-8.736535184960747,moon,sensex
9.0,20.76308696091926,0.026722119640822727,1.6570531953219216,777.0,8.254090864697371,-7.227564154221556,moon,sensex
10.0,-13.461415610856525,-0.017877045963952887,1.5762996122848583,753.0,7.24243999564389,-7.247049854246312,moon,sensex
11.0,10.31071179300723,0.012745008396795092,1.5406269234977883,810.0,13.135380280126885,-8.411099564783475,moon,sensex
12.0,113.8699402423432,0.14884959508803033,1.5831634162156758,765.0,9.367139988837426,-9.756582506103717,moon,sensex
1.0,-3.806772073510331,-0.005165226694043869,1.8072318138015233,737.0,17.33933438589976,-8.736535184960747,rahu,sensex
2.0,51.95573868938976,0.06899832495270884,1.4698515570975665,753.0,7.032299562771227,-4.853728750864428,rahu,sensex
3.0,85.99940158472023,0.11330619444627171,1.4909186608597564,759.0,7.1476406620390565,-7.227564154221556,rahu,sensex
4.0,-23.65575680564669,-0.029830714761219027,1.7571748952826192,793.0,11.170404066913564,-12.768729350035358,rahu,sensex
5.0,88.58440658946138,0.11114731065177087,1.8327184906235503,797.0,13.135380280126885,-10.956435420653532,rahu,sensex
6.0,80.42270859096897,0.09990398582729064,1.6818712048110578,805.0,8.254090864697371,-11.138549903646444,rahu,sensex
7.0,-27.031214434381113,-0.03483403921956329,1.5881542411432015,776.0,5.710963477287412,-6.763732616565488,rahu,sensex
8.0,79.97203878210647,0.10161631357319754,1.4391204345655741,788.0,7.377212924156273,-6.034255214929463,rahu,sensex
9.0,134.25524637590496,0.17481151871862624,1.4335707592254512,768.0,6.619075656699014,-7.4070275643352,rahu,sensex
10.0,49.021034830163906,0.06341660392000505,1.3621385339792684,773.0,5.133901024311971,-5.849380445094621,rahu,sensex
11.0,126.0619798687329,0.1660895650444439,1.4126797280058472,759.0,10.608888033859198,-7.615195075164749,rahu,sensex
12.0,51.018176499679356,0.06960187789860758,1.607745927712446,733.0,6.535837123344823,-8.260884993435303,rahu,sensex
1.0,121.50722133133728,0.16622054901687727,1.506121635722436,731.0,11.053047602318621,-8.411099564783475,mercury,sensex
2.0,74.41771680202326,0.09313856921404663,1.4934510082516042,799.0,9.287966921297919,-8.260884993435303,mercury,sensex
3.0,-22.305067449634095,-0.02723451459051782,1.6134416495307513,819.0,9.13298541007963,-11.138549903646444,mercury,sensex
4.0,31.47588789239285,0.040666521824796964,1.6600815372113769,774.0,11.170404066913564,-10.956435420653532,mercury,sensex
5.0,60.75033147165107,0.08154406908946453,1.539533111728551,746.0,9.367139988837426,-8.736535184960747,mercury,sensex
6.0,6.3005840398099116,0.008150820232613081,1.7357243482681943,773.0,10.457371225577262,-7.227564154221556,mercury,sensex
7.0,104.90288279728132,0.13518412731608417,1.5958537826234627,776.0,8.221009208901297,-7.4070275643352,mercury,sensex
8.0,129.8663256004533,0.16953828407369884,1.622449542007044,766.0,13.135380280126885,-6.527775037278616,mercury,sensex
9.0,-11.73908475396669,-0.01554845662777045,1.4414312661406778,755.0,5.20751839351532,-6.7046945062989804,mercury,sensex
10.0,103.26823136176903,0.13038918101233463,1.5369922847391717,792.0,6.535837123344823,-12.768729350035358,mercury,sensex
11.0,81.36357767652262,0.11024875023919055,1.696937143489718,738.0,17.33933438589976,-6.763732616565488,mercury,sensex
12.0,12.988381727950067,0.016824328663147755,1.5160960007145716,772.0,6.4148378751671675,-6.61028306327921,mercury,sensex
1.0,42.09317461338734,0.05417396990139941,1.4706012452957204,777.0,6.4411166574228185,-6.883184854922176,venus,sensex
2.0,95.2285771159454,0.12714095743116877,1.5967065674103325,749.0,13.135380280126885,-12.768729350035358,venus,sensex
3.0,66.14025526827167,0.09276333137205003,1.6200247621099464,713.0,9.287966921297919,-7.210031347962376,venus,sensex
4.0,128.89648913738924,0.17278349750320274,1.6056812809603724,746.0,11.053047602318621,-5.871780134803273,venus,sensex
5.0,42.227280479991585,0.05570881329814193,1.5026724485135017,758.0,9.367139988837426,-8.736535184960747,venus,sensex
6.0,2.8193717330287833,0.003825470465439326,1.6750617577633682,737.0,10.608888033859198,-7.153854983435382,venus,sensex
7.0,52.09180875833593,0.06890450893959779,1.605922694442323,756.0,11.170404066913564,-9.756582506103717,venus,sensex
8.0,53.820833797408966,0.06719205218153429,1.6303998602140535,801.0,8.254090864697371,-11.138549903646444,venus,sensex
9.0,109.86263825832152,0.13529881558906592,1.5935319965258268,812.0,7.588229339339714,-8.260884993435303,venus,sensex
10.0,29.223591913739966,0.03657520890330409,1.545990367473417,799.0,17.33933438589976,-6.030961625737474,venus,sensex
11.0,23.93915890173676,0.030302732787008558,1.5990498834911704,790.0,8.221009208901297,-7.630461492035446,venus,sensex
12.0,46.45380852003274,0.05792245451375653,1.5467393611909424,803.0,9.13298541007963,-6.034255214929463,venus,sensex
