mars,jupiter,sum,mean,std,len,amax,amin,planet_a,planet_b,instrument
3.0,1.0,26.685898858122222,0.43041772351810037,1.8038833485216383,62.0,10.608888033859198,-3.6557911490881945,mars,saturn,sensex
3.0,2.0,16.778457305878725,0.24674201920409888,0.9714745785321277,68.0,3.2686655568998857,-2.1053757975414977,mars,saturn,sensex
3.0,3.0,20.49810030794246,0.3253666715546423,1.2032644693361068,63.0,2.994065305924165,-2.085814082718118,mars,saturn,sensex
3.0,4.0,-13.207594616876298,-0.21302571962703706,1.41481739910535,62.0,3.204199360253712,-4.197779156592995,mars,saturn,sensex
3.0,5.0,17.3531349911458,0.2410157637659139,1.5365368046130041,72.0,5.067696395814192,-4.296267738745874,mars,saturn,sensex
3.0,6.0,0.17310749739385267,0.002545698491086069,1.100103984811169,68.0,2.9941945743974685,-2.7572564692584067,mars,saturn,sensex
3.0,7.0,4.385334343781322,0.0974518743062516,2.441413844380014,45.0,11.053047602318621,-7.210031347962376,mars,saturn,sensex
3.0,8.0,2.1861516173715785,0.04968526403117224,1.2017221713074184,44.0,2.7188892842710866,-2.993422511270427,mars,saturn,sensex
3.0,9.0,14.16058838774094,0.20824394687854325,2.1183552107971613,68.0,9.13298541007963,-4.2261494703671465,mars,saturn,sensex
3.0,10.0,-36.54047943210994,-0.5621612220324607,1.6064591038513496,65.0,3.246374484304204,-7.111516448478672,mars,saturn,sensex
3.0,11.0,-7.098750549232646,-0.12031780591919738,1.2096726758949123,59.0,3.606347171020996,-3.6054698254952555,mars,saturn,sensex
3.0,12.0,11.018993627312113,0.13603695836187793,1.1943976225318402,81.0,3.131515556365261,-3.7791065419614855,mars,saturn,sensex
4.0,1.0,9.055171471083979,0.19266322278902082,1.2569722884939156,47.0,3.7329835648562293,-3.2384121226597284,mars,saturn,sensex
4.0,2.0,15.0710648453791,0.23548538820904844,1.118954742943446,64.0,3.41832777408706,-2.467891532626021,mars,saturn,sensex
4.0,3.0,-8.30771163247136,-0.1339953489108284,1.6172040111080246,62.0,3.0444491632816817,-7.227564154221556,mars,saturn,sensex
4.0,4.0,2.9824343632022208,0.042606205188603155,1.4716726725098959,70.0,3.291128262943377,-5.2679497907949795,mars,saturn,sensex
4.0,5.0,19.357414372202918,0.26517005989319065,2.233408106421463,73.0,10.457371225577262,-4.175088659618787,mars,saturn,sensex
4.0,6.0,22.630197837938525,0.3327970270285077,1.7772089003648341,68.0,7.309597359609121,-2.8944279394502392,mars,saturn,sensex
4.0,7.0,-9.685346311469631,-0.2252406118946426,0.977990410135542,43.0,1.8341644831375126,-2.1490388700299956,mars,saturn,sensex
4.0,8.0,3.128447695695811,0.056880867194469296,1.2536556900266633,55.0,3.2769195044325183,-2.665059113566437,mars,saturn,sensex
4.0,9.0,-8.351044504356587,-0.14154312719248452,1.7992595357612,59.0,4.20690132558057,-6.763732616565488,mars,saturn,sensex
4.0,10.0,5.109842269440224,0.056152112850991476,2.4405336230134367,91.0,9.287966921297919,-8.736535184960747,mars,saturn,sensex
4.0,11.0,-10.250271946290319,-0.18304057046946998,1.511714671772449,56.0,3.453465156575075,-3.9727293737000235,mars,saturn,sensex
4.0,12.0,-21.852349056510036,-0.29934724734945256,1.3371462942001395,73.0,2.4172405748010384,-4.832463086552097,mars,saturn,sensex
5.0,1.0,-12.069296568040455,-0.16309860227081696,1.1554685821855057,74.0,4.65157925368791,-3.491956392138007,mars,saturn,sensex
5.0,2.0,9.547923771460184,0.13261005238139145,1.5681158032815121,72.0,3.4750879631640696,-7.615195075164749,mars,saturn,sensex
5.0,3.0,9.972539163885333,0.1780810564979524,1.9189683108773168,56.0,7.588229339339714,-5.8089687250740045,mars,saturn,sensex
5.0,4.0,-0.18198905485848593,-0.002983427128827638,1.4313229273064234,61.0,3.977196512407777,-5.269741212386747,mars,saturn,sensex
5.0,5.0,18.798963535314797,0.30817973008712785,1.4523227555500118,61.0,4.1860046501162484,-4.488787429344743,mars,saturn,sensex
5.0,6.0,8.426785980993321,0.1428268810337851,1.557494522485734,59.0,4.60394092729024,-4.954792043399625,mars,saturn,sensex
5.0,7.0,-22.157642728732327,-0.3573813343343924,2.088833812641707,62.0,5.805285746555233,-12.768729350035358,mars,saturn,sensex
5.0,8.0,-1.3865298553302328,-0.023905687160866083,1.8941470297859042,58.0,6.4411166574228185,-7.153854983435382,mars,saturn,sensex
5.0,9.0,9.337498945299803,0.1506048216983839,1.4997160141017924,62.0,3.2533627431244883,-4.176399012305954,mars,saturn,sensex
5.0,10.0,13.10451340637491,0.16587991653639125,1.6447905048731626,79.0,7.1476406620390565,-6.61028306327921,mars,saturn,sensex
5.0,11.0,20.395877154565184,0.323744081818495,1.4031011576861299,63.0,5.381026438569214,-3.972667740281577,mars,saturn,sensex
